name,type,start_time,duration,"ack","address","read","data"
"I2C","stop",0.01779044,0.00000002,,,,
"I2C","start",0.0177941,0.00000002,,,,
"I2C","address",0.01779692,0.00003012,true,0x3F,false,
"I2C","data",0.01783678,0.0000301,true,,,0xC0
"I2C","data",0.0178766,0.00003008,true,,,0x00
"I2C","stop",0.01791864,0.00000002,,,,
"I2C","start",0.01792228,0.00000002,,,,
"I2C","address",0.0179251,0.00003012,true,0x3F,false,
"I2C","data",0.01796498,0.0000301,true,,,0xC0
"I2C","data",0.0180048,0.00003008,true,,,0x00
"I2C","stop",0.01804682,0.00000002,,,,
"I2C","start",0.01805046,0.00000002,,,,
"I2C","address",0.01805328,0.00003014,true,0x3F,false,
"I2C","data",0.01809316,0.0000301,true,,,0xC0
"I2C","data",0.01813298,0.0000301,true,,,0x00
"I2C","stop",0.01817502,0.00000002,,,,
"I2C","start",0.01817866,0.00000002,,,,
"I2C","address",0.01818148,0.00003014,true,0x3F,false,
"I2C","data",0.01822136,0.00003008,true,,,0xC0
"I2C","data",0.01826118,0.00003006,true,,,0x00
"I2C","stop",0.01830318,0.00000002,,,,
"I2C","start",0.01830684,0.00000002,,,,
"I2C","address",0.01830966,0.0000301,true,0x3F,false,
"I2C","data",0.01834952,0.00003008,true,,,0xC0
"I2C","data",0.01838932,0.00003008,true,,,0x00
"I2C","stop",0.01843134,0.00000002,,,,
"I2C","start",0.01843498,0.00000002,,,,
"I2C","address",0.0184378,0.00003012,true,0x3F,false,
"I2C","data",0.01847766,0.0000301,true,,,0xC0
"I2C","data",0.0185175,0.00003008,true,,,0x00
"I2C","stop",0.01855952,0.00000002,,,,
"I2C","start",0.01856316,0.00000002,,,,
"I2C","address",0.01856598,0.00003012,true,0x3F,false,
"I2C","data",0.01860586,0.00003008,true,,,0xC0
"I2C","data",0.01864568,0.00003008,true,,,0x00
"I2C","stop",0.0186877,0.00000002,,,,
"I2C","start",0.01869134,0.00000002,,,,
"I2C","address",0.01869416,0.00003014,true,0x3F,false,
"I2C","data",0.01873404,0.0000301,true,,,0xC0
"I2C","data",0.01877388,0.00003008,true,,,0x00
"I2C","stop",0.0188159,0.00000002,,,,
"I2C","start",0.01881954,0.00000002,,,,
"I2C","address",0.01882236,0.00003014,true,0x3F,false,
"I2C","data",0.01886224,0.0000301,true,,,0xC0
"I2C","data",0.01890206,0.00003008,true,,,0x00
"I2C","stop",0.01894408,0.00000002,,,,
"I2C","start",0.01894772,0.00000002,,,,
"I2C","address",0.01895054,0.00003014,true,0x3F,false,
"I2C","data",0.01899042,0.0000301,true,,,0xC0
"I2C","data",0.01903024,0.0000301,true,,,0x00
